ipr_accession	category
IPR038419	Other
IPR038420	Other
IPR038421	Other
IPR038422	Other
IPR038423	Other
IPR038424	Other
IPR038425	Other
IPR038426	Other
IPR038427	Other
IPR038428	Other
IPR038429	Other
IPR038430	Other
IPR038431	Other
IPR038432	Other
IPR038433	Other
IPR038434	Other
IPR038435	 
IPR038436	Other
IPR038437	 
IPR038438	Other
IPR038439	Other
IPR038440	Other
IPR038441	 
IPR038442	Other
IPR038443	 
IPR038444	Other
IPR038445	Other
IPR038446	Other
IPR038447	Other
IPR038448	Other
IPR038449	Other
IPR038450	Other
IPR038451	Other
IPR038452	Other
IPR038453	Other
IPR038454	Other
IPR038455	Other
IPR038456	Other
IPR038457	Other
IPR038458	Other
IPR038459	Other
IPR038460	Other
IPR038461	 
IPR038462	Other
IPR038463	 
IPR038464	Other
IPR038465	Other
IPR038466	Other
IPR038467	Other
IPR038468	Other
IPR038469	Other
IPR038470	Other
IPR038471	Other
IPR038472	 
IPR038473	Other
IPR038474	Other
IPR038475	 
IPR038476	 
IPR038477	Other
IPR038478	Other
IPR038479	Other
IPR038480	Other
IPR038481	Other
IPR038482	Other
IPR038483	Other
IPR038484	Other
IPR038485	Other
IPR038486	 
IPR038487	 
IPR038488	 
IPR038489	Other
IPR038490	Other
IPR038491	 
IPR038492	Other
IPR038493	Other
IPR038494	Other
IPR038495	Other
IPR038496	Other
IPR038497	Other
IPR038498	Other
IPR038499	Other
IPR038501	Other
IPR038502	Other
IPR038503	Other
IPR038504	Other
IPR038505	 
IPR038506	Other
IPR038507	Other
IPR038508	Other
IPR038509	Other
IPR038510	Other
IPR038511	Other
IPR038512	Other
IPR038513	Other
IPR038514	Other
IPR038515	Other
IPR038516	Other
IPR038517	Other
IPR038518	Other
IPR038519	 
IPR038520	Other
IPR038521	Other
IPR038522	Other
IPR038523	Other
IPR038524	Other
IPR038525	Other
IPR038526	Other
IPR038527	Other
IPR038528	 
IPR038529	Other
IPR038530	Other
IPR038531	Other
IPR038532	Other
IPR038533	Other
IPR038534	Other
IPR038535	Other
IPR038536	Other
IPR038537	Other
IPR038538	 
IPR038539	Other
IPR038540	Other
IPR038541	Other
IPR038542	Other
IPR038543	Other
IPR038544	Other
IPR038545	 
IPR038546	Other
IPR038547	Other
IPR038548	Other
IPR038549	Other
IPR038550	 
IPR038551	Other
IPR038552	Other
IPR038553	Other
IPR038554	Other
IPR038555	Other
IPR038556	Other
IPR038557	Other
IPR038558	Other
IPR038559	Other
IPR038560	Other
IPR038561	Other
IPR038562	Other
IPR038563	 
IPR038564	 
IPR038565	Other
IPR038566	Other
IPR038567	Other
IPR038568	Other
IPR038569	 
IPR038570	Other
IPR038571	Other
IPR038572	Other
IPR038573	Other
IPR038575	Other
IPR038576	Other
IPR038577	Other
IPR038578	Other
IPR038579	Other
IPR038580	Other
IPR038581	Other
IPR038582	Other
IPR038583	Other
IPR038584	Other
IPR038585	Other
IPR038586	Other
IPR038587	Other
IPR038588	Other
IPR038589	 
IPR038590	 
IPR038591	Other
IPR038592	Other
IPR038593	 
IPR038594	Other
IPR038595	Other
IPR038596	Other
IPR038597	Other
IPR038599	Other
IPR038600	 
IPR038601	Other
IPR038602	Other
IPR038603	Other
IPR038604	Other
IPR038605	Other
IPR038606	Other
IPR038607	Other
IPR038608	 
IPR038609	Other
IPR038610	Other
IPR038611	Other
IPR038612	Other
IPR038613	Other
IPR038614	Other
IPR038615	Other
IPR038616	Other
IPR038617	Other
IPR038618	 
IPR038619	 
IPR038620	Other
IPR038621	 
IPR038622	Other
IPR038623	 
IPR038624	Other
IPR038625	Other
IPR038626	Other
IPR038627	Other
IPR038628	Other
IPR038629	Other
IPR038630	Other
IPR038631	Other
IPR038632	Other
IPR038633	Other
IPR038634	Other
IPR038635	Other
IPR038636	Other
IPR038637	Other
IPR038638	Other
IPR038639	Other
IPR038640	Other
IPR038641	Other
IPR038642	Other
IPR038643	Other
IPR038644	Other
IPR038645	Other
IPR038646	Other
IPR038647	 
IPR038648	Other
IPR038649	 
IPR038650	Other
IPR038651	Other
IPR038652	Other
IPR038653	Other
IPR038654	Other
IPR038655	Other
IPR038656	Other
IPR038657	Other
IPR038658	Other
IPR038659	Other
IPR038660	Other
IPR038661	Other
IPR038662	Other
IPR038663	Other
IPR038664	Other
IPR038665	Other
IPR038666	 
IPR038667	Other
IPR038668	Other
IPR038669	Other
IPR038670	Other
IPR038671	Other
IPR038672	Other
IPR038673	Other
IPR038674	Other
IPR038675	Other
IPR038676	Other
IPR038677	Other
IPR038678	Other
IPR038679	Other
IPR038680	Other
IPR038681	 
IPR038682	Other
IPR038683	Other
IPR038684	Other
IPR038685	Other
IPR038686	Other
IPR038687	Other
IPR038688	Other
IPR038689	Other
IPR038690	Other
IPR038691	 
IPR038692	Other
IPR038693	Other
IPR038694	Other
IPR038695	Other
IPR038696	Other
IPR038697	Other
IPR038698	Other
IPR038699	Other
IPR038700	Other
IPR038701	Other
IPR038702	Other
IPR038703	Other
IPR038704	Other
IPR038705	Other
IPR038706	Other
IPR038707	Other
IPR038708	Other
IPR038709	 
IPR038710	Other
IPR038711	Other
IPR038712	Other
IPR038713	 
IPR038714	Other
IPR038715	 
IPR038716	Other
IPR038717	 
IPR038718	 
IPR038719	Other
IPR038720	Other
IPR038721	 
IPR038722	 
IPR038723	Other
IPR038724	 
IPR038725	Other
IPR038726	Other
IPR038727	 
IPR038728	Other
IPR038729	 
IPR038730	Other
IPR038731	Other
IPR038732	Other
IPR038733	 
IPR038734	Other
IPR038735	Other
IPR038736	Other
IPR038737	Other
IPR038738	Other
IPR038739	Other
IPR038740	Other
IPR038741	Other
IPR038742	Other
IPR038743	 
IPR038744	Other
IPR038745	Other
IPR038746	Other
IPR038747	Other
IPR038749	 
IPR038750	Other
IPR038751	Other
IPR038752	Other
IPR038753	Other
IPR038754	Other
IPR038756	Other
IPR038757	Other
IPR038759	Other
IPR038760	Other
IPR038762	Other
IPR038763	Other
IPR038764	Other
IPR038765	Other
IPR038766	Other
IPR038767	Other
IPR038768	Other
IPR038769	Other
IPR038770	Other
IPR038772	Other
IPR038773	Other
IPR038774	Other
IPR038775	Other
IPR038776	Other
IPR038777	Other
IPR038778	Other
IPR038779	Other
IPR038780	Other
IPR038781	Other
IPR038782	Other
IPR038783	Other
IPR038784	Other
IPR038785	Other
IPR038786	Other
IPR038787	Other
IPR038788	Other
IPR038789	Other
IPR038790	Other
IPR038791	Other
IPR038792	Other
IPR038793	Other
IPR038794	Other
IPR038795	Other
IPR038796	Other
IPR038797	Other
IPR038798	Other
IPR038799	Other
IPR038800	Other
IPR038801	Other
IPR038803	Other
IPR038804	Other
IPR038805	Other
IPR038806	Other
IPR038807	Other
IPR038808	Other
IPR038809	Other
IPR038810	Other
IPR038811	Other
IPR038813	Other
IPR038814	Other
IPR038815	Other
IPR038816	Other
IPR038817	Other
IPR038818	Other
IPR038819	Other
IPR038820	Other
IPR038821	Other
IPR038822	Other
IPR038823	Other
IPR038824	Other
IPR038825	Other
IPR038826	Other
IPR038827	Other
IPR038829	Other
IPR038830	Other
IPR038831	Other
IPR038832	Other
IPR038833	Other
IPR038834	Other
IPR038835	Other
IPR038836	 
IPR038837	Other
IPR038838	Other
IPR038839	Other
IPR038840	Other
IPR038841	Other
IPR038842	Other
IPR038843	Other
IPR038844	Other
IPR038846	 
IPR038847	Other
IPR038848	Other
IPR038849	Other
IPR038850	Other
IPR038851	Other
IPR038852	Other
IPR038853	Other
IPR038856	Other
IPR038858	Other
IPR038859	 
IPR038860	Other
IPR038861	Other
IPR038862	Other
IPR038863	Other
IPR038864	Other
IPR038865	Other
IPR038867	Other
IPR038868	 
IPR038869	Other
IPR038870	Other
IPR038871	Other
IPR038872	Other
IPR038873	Other
IPR038874	Other
IPR038875	Other
IPR038876	Other
IPR038877	Other
IPR038878	Other
IPR038879	Other
IPR038880	Other
IPR038881	Other
IPR038882	Other
IPR038883	Other
IPR038884	Other
IPR038885	Other
IPR038886	Other
IPR038887	Other
IPR038888	Other
IPR038889	Other
IPR038890	Other
IPR038891	Other
IPR038892	 
IPR038894	 
IPR038896	Other
IPR038897	Other
IPR038898	Other
IPR038899	 
IPR038900	Other
IPR038901	Other
IPR038902	Other
IPR038903	Other
IPR038904	 
IPR038905	Other
IPR038906	Other
IPR038908	Other
IPR038909	 
IPR038910	Other
IPR038911	Other
IPR038914	Other
IPR038915	Other
IPR038916	Other
IPR038917	Other
IPR038919	Other
IPR038920	Other
IPR038921	Other
IPR038922	Other
IPR038923	Other
IPR038924	Other
IPR038925	Other
IPR038926	Other
IPR038927	Other
IPR038928	Other
IPR038929	Other
IPR038930	Other
IPR038931	Other
IPR038932	Other
IPR038933	 
IPR038934	Other
IPR038935	Other
IPR038936	Other
IPR038937	Other
IPR038938	Other
IPR038939	Other
IPR038940	Other
IPR038941	Other
IPR038942	Other
IPR038943	Other
IPR038944	Other
IPR038945	Other
IPR038946	Other
IPR038947	Other
IPR038948	Other
IPR038949	Other
IPR038950	Other
IPR038951	Other
IPR038952	Other
IPR038953	 
IPR038954	Other
IPR038955	Other
IPR038956	Other
IPR038957	Other
IPR038958	 
IPR038959	 
IPR038961	 
IPR038962	Other
IPR038963	Other
IPR038964	Other
IPR038965	Other
IPR038966	Other
IPR038967	Other
IPR038968	Other
IPR038969	 
IPR038970	Other
IPR038971	Other
IPR038972	Other
IPR038973	 
IPR038974	Other
IPR038975	Other
IPR038976	Other
IPR038977	Other
IPR038978	Other
IPR038979	Other
IPR038980	 
IPR038981	Other
IPR038982	 
IPR038983	Other
IPR038985	Other
IPR038986	Other
IPR038987	Other
IPR038988	Other
IPR038989	Other
IPR038990	Other
IPR038991	Other
IPR038992	Other
IPR038993	 
IPR038994	 
IPR038995	Other
IPR038996	 
IPR038997	Other
IPR038998	Other
IPR038999	Other
IPR039000	 
IPR039001	Other
IPR039002	Other
IPR039003	Other
IPR039004	Other
IPR039005	Other
IPR039006	Other
IPR039007	Other
IPR039008	Other
IPR039009	Other
IPR039010	Other
IPR039011	Other
IPR039013	Other
IPR039014	Other
IPR039015	Other
IPR039016	Other
IPR039017	 
IPR039018	Other
IPR039019	Other
IPR039020	Other
IPR039022	Other
IPR039023	Other
IPR039024	Other
IPR039025	Other
IPR039026	Other
IPR039027	Other
IPR039028	Other
IPR039029	Other
IPR039030	Other
IPR039031	Other
IPR039032	Other
IPR039033	 
IPR039034	Other
IPR039035	Other
IPR039036	Other
IPR039037	Other
IPR039038	Other
IPR039039	Other
IPR039040	 
IPR039041	Other
IPR039042	Other
IPR039043	Other
IPR039044	Other
IPR039045	Other
IPR039046	Other
IPR039047	Other
IPR039048	Other
IPR039049	Other
IPR039050	Other
IPR039051	Other
IPR039052	Other
IPR039053	Other
IPR039054	Other
IPR039055	Other
IPR039056	Other
IPR039057	Other
IPR039058	Other
IPR039059	Other
IPR039060	 
IPR039061	Other
IPR039062	Other
IPR039063	 
IPR039064	Other
IPR039065	Other
IPR039066	Other
IPR039067	 
IPR039068	Other
IPR039069	Other
IPR039070	Other
IPR039072	Other
IPR039073	Other
IPR039074	Other
IPR039076	Other
IPR039077	Other
IPR039078	Other
IPR039079	Other
IPR039080	Other
IPR039081	Other
IPR039083	Other
IPR039084	Other
IPR039085	Other
IPR039087	Other
IPR039088	Other
IPR039089	Other
IPR039090	Other
IPR039091	Other
IPR039092	Other
IPR039093	Other
IPR039094	Other
IPR039095	 
IPR039096	Other
IPR039097	Other
IPR039098	Other
IPR039099	Other
IPR039100	Other
IPR039101	 
IPR039102	Other
IPR039103	Other
IPR039104	Other
IPR039106	Other
IPR039107	Other
IPR039108	Other
IPR039109	Other
IPR039110	 
IPR039111	Other
IPR039112	Other
IPR039113	Other
IPR039114	Other
IPR039115	Other
IPR039116	Other
IPR039117	Other
IPR039118	Other
IPR039119	 
IPR039120	Other
IPR039121	Other
IPR039122	Other
IPR039123	Other
IPR039124	Other
IPR039125	Other
IPR039126	Other
IPR039127	Other
IPR039128	Other
IPR039129	Other
IPR039130	Other
IPR039131	Other
IPR039132	Other
IPR039133	Other
IPR039134	 
IPR039135	Other
IPR039136	 
IPR039137	Other
IPR039138	Other
IPR039139	Other
IPR039141	Other
IPR039142	 
IPR039143	Other
IPR039144	Other
IPR039145	Other
IPR039146	Other
IPR039147	Other
IPR039148	Other
IPR039149	Other
IPR039150	Other
IPR039151	Other
IPR039153	Other
IPR039154	Other
IPR039155	Other
IPR039156	Other
IPR039157	Other
IPR039158	Other
IPR039159	Other
IPR039160	Other
IPR039161	Other
IPR039162	 
IPR039163	Other
IPR039164	Other
IPR039165	Other
IPR039166	Other
IPR039167	Other
IPR039168	Other
IPR039169	Other
IPR039170	Other
IPR039171	Other
IPR039172	Other
IPR039173	Other
IPR039174	Other
IPR039175	Other
IPR039176	Other
IPR039177	Other
IPR039178	Other
IPR039179	Other
IPR039180	Other
IPR039181	Other
IPR039182	Other
IPR039183	Other
IPR039184	Other
IPR039185	Other
IPR039187	Other
IPR039188	Other
IPR039189	Other
IPR039190	Other
IPR039191	 
IPR039192	Other
IPR039193	Other
IPR039194	Other
IPR039195	Other
IPR039196	Other
IPR039197	 
IPR039198	Other
IPR039199	Other
IPR039200	Other
IPR039201	Other
IPR039202	Other
IPR039203	Other
IPR039204	Other
IPR039205	Other
IPR039206	Other
IPR039207	Other
IPR039208	Other
IPR039209	 
IPR039210	Other
IPR039212	Other
IPR039213	Other
IPR039214	Other
IPR039215	 
IPR039217	Other
IPR039218	Other
IPR039219	Other
IPR039220	Other
IPR039221	Other
IPR039222	 
IPR039223	Other
IPR039224	Other
IPR039225	 
IPR039226	Other
IPR039227	Other
IPR039228	Other
IPR039229	Other
IPR039230	Other
IPR039231	Other
IPR039235	Other
IPR039236	Other
IPR039237	Other
IPR039238	Other
IPR039239	Other
IPR039240	Other
IPR039241	Other
IPR039242	Other
IPR039243	Other
IPR039244	Other
IPR039245	Other
IPR039246	Other
IPR039247	Other
IPR039248	Other
IPR039249	Other
IPR039250	Other
IPR039251	Other
IPR039252	Other
IPR039253	 
IPR039254	Other
IPR039255	Other
IPR039256	Other
IPR039257	Other
IPR039258	Other
IPR039259	Other
IPR039260	Other
IPR039261	Other
IPR039262	Other
IPR039263	Other
IPR039264	Other
IPR039265	Other
IPR039266	Other
IPR039267	Other
IPR039269	Other
IPR039270	Other
IPR039271	Other
IPR039272	Other
IPR039273	Other
IPR039274	Other
IPR039275	Other
IPR039276	 
IPR039277	 
IPR039278	Other
IPR039279	Other
IPR039280	Other
IPR039281	Other
IPR039282	Other
IPR039283	Other
IPR039284	Other
IPR039285	Other
IPR039286	Other
IPR039288	Other
IPR039289	Other
IPR039291	Other
IPR039292	Other
IPR039293	Other
IPR039294	Other
IPR039295	Other
IPR039296	Other
IPR039297	Other
IPR039298	Other
IPR039299	Other
IPR039300	Other
IPR039301	Other
IPR039302	Other
IPR039303	Other
IPR039304	 
IPR039305	Other
IPR039306	Other
IPR039307	Other
IPR039308	Other
IPR039309	Other
IPR039310	Other
IPR039311	Other
IPR039312	Other
IPR039313	Other
IPR039314	Other
IPR039315	Other
IPR039316	Other
IPR039317	Other
IPR039318	Other
IPR039319	Other
IPR039320	Other
IPR039321	 
IPR039322	 
IPR039323	Other
IPR039324	Other
IPR039325	 
IPR039326	Other
IPR039327	 
IPR039328	Other
IPR039329	Other
IPR039330	Other
IPR039331	Other
IPR039332	Other
IPR039333	Other
IPR039334	Other
IPR039335	 
IPR039336	Other
IPR039337	Other
IPR039338	Other
IPR039339	Other
IPR039340	 
IPR039341	Other
IPR039342	Other
IPR039343	Other
IPR039344	Other
IPR039345	 
IPR039346	Other
IPR039347	Other
IPR039348	Other
IPR039349	Other
IPR039350	 
IPR039351	Other
IPR039352	Other
IPR039353	Other
IPR039355	 
IPR039356	Other
IPR039357	Other
IPR039358	Other
IPR039360	Other
IPR039361	Other
IPR039362	Other
IPR039363	Other
IPR039365	 
IPR039366	Other
IPR039367	Other
IPR039368	Other
IPR039369	Other
IPR039370	Other
IPR039371	Other
IPR039373	Other
IPR039374	Other
IPR039375	Other
IPR039376	Other
IPR039377	Other
IPR039378	Other
IPR039379	Other
IPR039380	 
IPR039381	Other
IPR039382	Other
IPR039383	Other
IPR039384	Other
IPR039385	 
IPR039386	Other
IPR039387	Other
IPR039390	Other
IPR039391	Other
IPR039392	Other
IPR039393	Other
IPR039394	Other
IPR039395	Other
IPR039396	 
IPR039397	Other
IPR039398	 
IPR039399	 
IPR039400	Other
IPR039411	Other
IPR039412	Other
IPR039413	Other
IPR039414	Other
IPR039417	Other
IPR039418	 
IPR039420	 
IPR039421	Other
IPR039423	Other
IPR039424	Other
IPR039425	 
IPR039426	Other
IPR039428	Other
IPR039429	Other
IPR039430	 
IPR039431	Other
IPR039432	Other
IPR039433	Other
IPR039434	Other
IPR039435	Other
IPR039436	Other
IPR039437	Other
IPR039438	Other
IPR039439	Other
IPR039440	Other
IPR039441	Other
IPR039442	Other
IPR039444	Other
IPR039445	 
IPR039446	Other
IPR039447	Other
IPR039448	Other
IPR039449	Other
IPR039451	Other
IPR039452	Other
IPR039453	Other
IPR039454	Other
IPR039455	Other
IPR039456	Other
IPR039457	Other
IPR039458	Other
IPR039459	 
IPR039460	Other
IPR039461	Other
IPR039462	Other
IPR039463	 
IPR039464	 
IPR039465	Other
IPR039467	 
IPR039468	Other
IPR039470	Other
IPR039471	Other
IPR039472	Other
IPR039473	Other
IPR039474	Other
IPR039475	Other
IPR039476	Other
IPR039477	Other
IPR039478	Other
IPR039479	Other
IPR039480	Other
IPR039481	Other
IPR039482	Other
IPR039483	Other
IPR039484	Other
IPR039485	Other
IPR039486	Other
IPR039487	Other
IPR039488	Other
IPR039489	Other
IPR039490	Other
IPR039491	 
IPR039492	 
IPR039493	Other
IPR039494	Other
IPR039495	 
IPR039496	Other
IPR039497	Other
IPR039498	Other
IPR039499	Other
IPR039500	Other
IPR039501	Other
IPR039503	Other
IPR039504	Other
IPR039505	Other
IPR039506	Other
IPR039508	Other
IPR039509	Other
IPR039510	Other
IPR039511	Other
IPR039512	Other
IPR039513	Other
IPR039514	Other
IPR039515	Other
IPR039516	Other
IPR039517	Other
IPR039518	Other
IPR039519	Other
IPR039520	Other
IPR039521	Other
IPR039522	Other
IPR039523	Other
IPR039524	Other
IPR039525	Other
IPR039527	Other
IPR039528	Other
IPR039529	Other
IPR039530	Other
IPR039531	 
IPR039532	Other
IPR039533	Other
IPR039534	Other
IPR039535	Other
IPR039536	Other
IPR039538	 
IPR039539	Other
IPR039540	Other
IPR039541	Other
IPR039542	Other
IPR039543	Other
IPR039544	Other
IPR039545	Other
IPR039546	Other
IPR039547	Other
IPR039548	Other
IPR039549	Other
IPR039550	Other
IPR039551	Other
IPR039552	Other
IPR039553	Other
IPR039554	Other
IPR039555	Other
IPR039556	Other
IPR039557	Other
IPR039558	Other
IPR039559	Other
IPR039560	Other
IPR039561	Other
IPR039562	Other
IPR039563	Other
IPR039564	Other
IPR039565	Other
IPR039566	Other
IPR039567	Other
IPR039568	Other
IPR039569	Other
IPR039570	Other
IPR039571	Other
IPR039572	Other
IPR039573	Other
IPR039574	Other
IPR039575	Other
IPR039576	Other
IPR039577	 
IPR039578	Other
IPR039579	Other
IPR039580	Other
IPR039581	Other
IPR039582	Other
IPR039583	 
IPR039584	Other
IPR039585	 
IPR039586	Other
IPR039587	Other
IPR039588	Other
IPR039589	Other
IPR039590	 
IPR039591	Other
IPR039592	Other
IPR039594	Other
IPR039595	Other
IPR039596	Other
IPR039597	Other
IPR039598	Other
IPR039599	Other
IPR039600	Other
IPR039601	Other
IPR039602	Other
IPR039603	Other
IPR039604	Other
IPR039605	 
IPR039606	Other
IPR039607	Other
IPR039608	Other
IPR039609	Other
IPR039610	Other
IPR039611	Other
IPR039612	Other
IPR039613	Other
IPR039614	Other
IPR039615	Other
IPR039616	Other
IPR039617	Other
IPR039618	Other
IPR039619	Other
IPR039620	Other
IPR039621	Other
IPR039622	Other
IPR039624	Other
IPR039625	Other
IPR039626	Other
IPR039627	 
IPR039628	Other
IPR039629	Other
IPR039630	Other
IPR039631	Other
IPR039632	Other
IPR039633	Other
IPR039634	Other
IPR039635	Other
IPR039636	Other
IPR039637	Other
IPR039638	Other
IPR039639	Other
IPR039640	Other
IPR039641	Other
IPR039643	Other
IPR039644	Other
IPR039645	Other
IPR039646	Other
IPR039647	Other
IPR039648	Other
IPR039650	Other
IPR039651	Other
IPR039652	Other
IPR039653	Other
IPR039655	 
IPR039656	Other
IPR039657	Other
IPR039659	 
IPR039660	Other
IPR039661	Other
IPR039662	Other
IPR039663	Other
IPR039664	Other
IPR039665	Other
IPR039666	Other
IPR039667	Other
IPR039669	 
IPR039670	Other
IPR039671	Other
IPR039672	Other
IPR039673	 
IPR039674	Other
IPR039675	Other
IPR039676	Other
IPR039677	Other
IPR039678	Other
IPR039679	Other
IPR039680	Other
IPR039681	Other
IPR039682	Other
IPR039683	Other
IPR039684	 
IPR039685	 
IPR039686	 
IPR039687	Other
IPR039688	Other
IPR039689	Other
IPR039690	Other
IPR039691	Other
IPR039692	Other
IPR039693	Other
IPR039694	Other
IPR039695	Other
IPR039696	Other
IPR039697	Other
IPR039698	Other
IPR039699	Other
IPR039700	Other
IPR039701	Other
IPR039702	Other
IPR039703	Other
IPR039704	 
IPR039705	 
IPR039706	Other
IPR039707	Other
IPR039708	Other
IPR039709	Other
IPR039710	Other
IPR039711	Other
IPR039712	Other
IPR039713	Other
IPR039714	Other
IPR039715	Other
IPR039717	Other
IPR039718	Other
IPR039719	Other
IPR039720	Other
IPR039721	Other
IPR039722	Other
IPR039723	Other
IPR039724	Other
IPR039725	 
IPR039726	Other
IPR039727	Other
IPR039728	Other
IPR039729	 
IPR039730	Other
IPR039731	Other
IPR039732	Other
IPR039733	Other
IPR039735	Other
IPR039736	Other
IPR039737	Other
IPR039738	Other
IPR039739	Other
IPR039740	Other
IPR039741	Other
IPR039742	Other
IPR039743	Other
IPR039744	Other
IPR039745	Other
IPR039746	Other
IPR039747	 
IPR039748	 
IPR039749	Other
IPR039750	Other
IPR039751	Other
IPR039752	Other
IPR039753	Other
IPR039754	Other
IPR039755	Other
IPR039756	Other
IPR039757	Other
IPR039758	Other
IPR039759	Other
IPR039760	Other
IPR039761	Other
IPR039762	Other
IPR039763	 
IPR039764	Other
IPR039765	Other
IPR039766	Other
IPR039767	Other
IPR039768	Other
IPR039769	Other
IPR039770	Other
IPR039771	Other
IPR039772	Other
IPR039773	 
IPR039774	 
IPR039775	Other
IPR039776	Other
IPR039777	Other
IPR039778	 
IPR039779	 
IPR039780	Other
IPR039781	Other
IPR039782	Other
IPR039784	Other
IPR039785	Other
IPR039786	Other
IPR039787	Other
IPR039788	Other
IPR039789	Other
IPR039790	Other
IPR039791	 
IPR039792	Other
IPR039793	Other
IPR039794	Other
IPR039795	Other
IPR039796	Other
IPR039797	Other
IPR039798	Other
IPR039799	Other
IPR039800	Other
IPR039801	Other
IPR039802	Other
IPR039803	Other
IPR039804	Other
IPR039805	Other
IPR039806	Other
IPR039808	 
IPR039809	Other
IPR039810	Other
IPR039812	Other
IPR039813	Other
IPR039815	Other
IPR039816	Other
IPR039817	Other
IPR039819	Other
IPR039820	Other
IPR039821	Other
IPR039822	Other
IPR039823	Other
IPR039824	Other
IPR039825	Other
IPR039826	Other
IPR039827	Other
IPR039828	Other
IPR039829	Other
IPR039830	Other
IPR039831	Other
IPR039832	Other
IPR039833	Other
IPR039834	Other
IPR039835	 
IPR039836	 
IPR039837	Other
IPR039838	Other
IPR039839	Other
IPR039840	Other
IPR039841	Other
IPR039842	Other
IPR039843	Other
IPR039844	Other
IPR039845	Other
IPR039846	Other
IPR039847	Other
IPR039848	Other
IPR039849	Other
IPR039852	Other
IPR039853	Other
IPR039856	Other
IPR039857	Other
IPR039858	Other
IPR039859	Other
IPR039860	Other
IPR039861	Other
IPR039862	Other
IPR039863	Other
IPR039864	Other
IPR039865	Other
IPR039866	Other
IPR039867	Other
IPR039868	Other
IPR039869	Other
IPR039870	Other
IPR039871	Other
IPR039872	Other
IPR039873	Other
IPR039874	Other
IPR039875	Other
IPR039876	Other
IPR039877	Other
IPR039878	Other
IPR039879	Other
IPR039880	Other
IPR039881	Other
IPR039882	Other
IPR039883	Other
IPR039884	Other
IPR039885	Other
IPR039886	Other
IPR039887	Other
IPR039888	Other
IPR039889	Other
IPR039890	Other
IPR039891	Other
IPR039892	Other
IPR039893	Other
IPR039894	Other
IPR039895	Other
IPR039896	Other
IPR039897	Other
IPR039898	Other
IPR039899	Other
IPR039900	Other
IPR039901	Other
IPR039902	Other
IPR039903	Other
IPR039904	Other
IPR039905	 
IPR039906	Other
IPR039907	Other
IPR039908	Other
IPR039910	Other
IPR039911	Other
IPR039912	Other
IPR039913	Other
IPR039914	Other
IPR039915	Other
IPR039916	Other
IPR039917	Other
IPR039918	Other
IPR039919	Other
IPR039920	 
IPR039921	Other
IPR039922	Other
IPR039923	Other
IPR039924	Other
IPR039925	Other
IPR039926	Other
IPR039927	Other
IPR039928	 
IPR039929	Other
IPR039930	Other
IPR039931	Other
IPR039933	 
IPR039934	Other
IPR039935	Other
IPR039937	Other
IPR039938	Other
IPR039939	Other
IPR039940	Other
IPR039941	Other
IPR039942	Other
IPR039943	Other
IPR039944	Other
IPR039945	Other
IPR039946	Other
IPR039947	Other
IPR039948	Other
IPR039949	Other
IPR039951	Other
IPR039952	Other
IPR039954	Other
IPR039955	Other
IPR039956	Other
IPR039958	 
IPR039959	Other
IPR039960	Other
IPR039961	Other
IPR039962	Other
IPR039963	Other
IPR039964	Other
IPR039965	Other
IPR039966	Other
IPR039967	Other
IPR039968	Other
IPR039969	Other
IPR039970	 
IPR039971	Other
IPR039972	Other
IPR039974	Other
IPR039975	Other
IPR039976	Other
IPR039977	 
IPR039979	Other
IPR039980	Other
IPR039981	Other
IPR039982	Other
IPR039983	Other
IPR039984	Other
IPR039986	Other
IPR039987	Other
IPR039988	Other
IPR039989	Other
IPR039991	Other
IPR039992	Other
IPR039993	Other
IPR039994	Other
IPR039995	Other
IPR039996	 
IPR039997	 
IPR039998	Other
IPR039999	 
IPR040000	Other
IPR040002	Other
IPR040003	Other
IPR040004	Other
IPR040005	Other
IPR040006	Other
IPR040007	Other
IPR040008	Other
IPR040009	 
IPR040010	Other
IPR040011	Other
IPR040012	Other
IPR040014	 
IPR040015	Other
IPR040016	Other
IPR040017	Other
IPR040018	Other
IPR040019	Other
IPR040020	Other
IPR040021	Other
IPR040022	Other
IPR040023	 
IPR040024	Other
IPR040025	Other
IPR040026	Other
IPR040027	Other
IPR040028	Other
IPR040029	Other
IPR040030	Other
IPR040031	Other
IPR040032	Other
IPR040034	 
IPR040035	Other
IPR040036	 
IPR040038	 
IPR040039	Other
IPR040040	Other
IPR040041	Other
IPR040042	Other
IPR040043	Other
IPR040044	Other
IPR040045	Other
IPR040046	Other
IPR040047	Other
IPR040048	Other
IPR040049	Other
IPR040050	Other
IPR040051	Other
IPR040052	 
IPR040053	Other
IPR040054	Other
IPR040055	Other
IPR040057	Other
IPR040058	Other
IPR040059	Other
IPR040060	Other
IPR040061	Other
IPR040065	Other
IPR040066	Other
IPR040067	Other
IPR040068	 
IPR040070	Other
IPR040072	Other
IPR040074	Other
IPR040075	Other
IPR040077	Other
IPR040078	Other
IPR040079	Other
IPR040081	Other
IPR040082	Other
IPR040084	Other
IPR040085	Other
IPR040086	Other
IPR040087	Other
IPR040088	Other
IPR040089	Other
IPR040090	Other
IPR040091	Other
IPR040092	Other
IPR040093	Other
IPR040094	Other
IPR040095	Other
IPR040096	Other
IPR040097	Other
IPR040098	Other
IPR040099	Other
IPR040100	Other
IPR040101	Other
IPR040102	Other
IPR040104	Other
IPR040105	Other
